7443,243,3.20,786,3.01,134,2.74,9331,2.57,1900,2.46
602,9331,5.74,2164,5.11,664,4.45,243,4.27,9741,4.08
280,9331,4.58,9741,3.90,36955,3.89,2164,3.73,1900,3.59
